Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2015-115791,16/01/2015,18/01/2015,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588,5,0,3.7176
CA-2015-115791,16/01/2015,18/01/2015,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,9,0.2,20.33664
CA-2015-115791,16/01/2015,18/01/2015,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.2,7,0.1,22.356
CA-2015-123477,18/01/2015,21/01/2015,Second Class,DW-13195,David Wiener,Corporate,United States,Springfield,Oregon,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,2,0.2,10.37824
CA-2015-146591,19/01/2015,20/01/2015,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,4,0.2,5.1744
CA-2015-146591,19/01/2015,20/01/2015,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,9,0,11.2128
CA-2015-146591,19/01/2015,20/01/2015,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,2,0,21.744
CA-2015-146591,19/01/2015,20/01/2015,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,10,0,36.294
US-2015-147627,20/01/2015,26/01/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,9,0.1,125.9874
US-2015-147627,20/01/2015,26/01/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,10,0.2,1.0608
US-2015-147627,20/01/2015,26/01/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,5,0.1,4.1328
CA-2015-167927,20/01/2015,26/01/2015,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,2,0.1,2.5164
US-2015-147627,20/01/2015,26/01/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0,7.72
US-2015-147627,20/01/2015,26/01/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,7,0.2,170.8704
CA-2015-167927,20/01/2015,26/01/2015,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,8,0.2,43.6704
CA-2015-167927,20/01/2015,26/01/2015,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,3,0,3.81
US-2015-147774,20/01/2015,26/01/2015,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.194,1,0.2,10.75104
US-2015-147627,20/01/2015,26/01/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,4,0,4.668
CA-2015-148614,20/01/2015,25/01/2015,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.1,3.4848
CA-2015-148614,20/01/2015,25/01/2015,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,8,0.1,3.474
CA-2015-167927,20/01/2015,26/01/2015,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,4,0,13.316
CA-2015-167927,20/01/2015,26/01/2015,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,2,0.1,7.9056
CA-2015-167927,20/01/2015,26/01/2015,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,6,0.1,2.6514
CA-2015-167927,20/01/2015,26/01/2015,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.7,6,0,5.94
CA-2015-167927,20/01/2015,26/01/2015,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,10,0.1,44.58888
CA-2015-102645,23/01/2015,28/01/2015,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,4,0.2,6.4128
CA-2015-167997,26/01/2015,29/01/2015,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,6,0.1,1.9224
US-2015-155502,26/01/2015,31/01/2015,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,2,0,2.484
CA-2015-167997,26/01/2015,29/01/2015,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,10,0.2,22.7136
US-2015-155502,26/01/2015,31/01/2015,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,2,0.2,10.0512
US-2015-155502,26/01/2015,31/01/2015,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,187.98,10,0.1,33.8364
US-2015-155502,26/01/2015,31/01/2015,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,4,0.2,3.1104
US-2015-155502,26/01/2015,31/01/2015,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,8,0,3.336
US-2015-155502,26/01/2015,31/01/2015,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,155.35,7,0.2,24.856
US-2015-155502,26/01/2015,31/01/2015,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,9,0.1,88.1856
US-2015-117163,27/01/2015,02/02/2015,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,8,0.1,10.3014
US-2015-117163,27/01/2015,02/02/2015,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333,5,0.2,53.28
US-2015-117163,27/01/2015,02/02/2015,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,2,0,7.288
CA-2015-100328,28/01/2015,03/02/2015,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,5,0,0.7856
CA-2015-134103,30/01/2015,04/02/2015,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,8,0.1,1.9008
CA-2015-134103,30/01/2015,04/02/2015,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,10,0.1,41.3892
CA-2015-115161,31/01/2015,02/02/2015,First Class,LC-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,West,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,9,0,58.1332
CA-2015-140795,01/02/2015,03/02/2015,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,9,0.2,75.024
CA-2015-139857,02/02/2015,06/02/2015,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,1,0.2,1.976
CA-2015-123400,02/02/2015,09/02/2015,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,9,0.2,28.9536
CA-2015-123400,02/02/2015,09/02/2015,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,18.336,7,0.2,2.93376
CA-2015-111059,03/02/2015,06/02/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,9,0,16.768
CA-2015-111059,03/02/2015,06/02/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272,8,0.1,2.38896
CA-2015-107181,04/02/2015,08/02/2015,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,1,0.1,6.1632
CA-2015-104808,04/02/2015,08/02/2015,Second Class,MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,8,0.2,2.75968
CA-2015-107181,04/02/2015,08/02/2015,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,8,0,16.5792
CA-2015-108182,06/02/2015,10/02/2015,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Romeoville,Illinois,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",8.952,3,0,1.7904
CA-2015-131905,06/02/2015,09/02/2015,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15,1,0.2,2.4
CA-2015-131905,06/02/2015,09/02/2015,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61,8,0.2,25.8576
CA-2015-131905,06/02/2015,09/02/2015,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,3,0.2,23.192
CA-2015-107755,07/02/2015,12/02/2015,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36,3,0.1,20.7648
US-2015-169390,07/02/2015,10/02/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,New York City,New York,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,1,0.2,10.3936
CA-2015-125759,08/02/2015,09/02/2015,First Class,NM-18445,Nathan Mautz,Home Office,United States,North Las Vegas,Nevada,West,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56,5,0.1,2.6208
CA-2015-127614,11/02/2015,15/02/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,South,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,10,0,251.244
CA-2015-168368,11/02/2015,15/02/2015,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,7,0,12.992
CA-2015-168368,11/02/2015,15/02/2015,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,51.9,10,0.1,9.342
CA-2015-168368,11/02/2015,15/02/2015,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,9,0.1,59.9292
CA-2015-127614,11/02/2015,15/02/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,7,0.1,3.1428
CA-2015-168368,11/02/2015,15/02/2015,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,OFF-LA-10004853,Office Supplies,Labels,Avery 483,14.94,9,0.1,2.6892
CA-2015-127614,11/02/2015,15/02/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,South,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,234.45,8,0.2,37.512
CA-2015-168368,11/02/2015,15/02/2015,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0,1.928
CA-2015-168368,11/02/2015,15/02/2015,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,1,0.2,9.7424
US-2015-110674,12/02/2015,18/02/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,7,0.1,23.32224
CA-2015-121762,14/02/2015,18/02/2015,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62,7,0.2,38.1792
CA-2015-121762,14/02/2015,18/02/2015,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,239.97,8,0.2,38.3952
CA-2015-107706,14/02/2015,19/02/2015,Second Class,ST-20530,Shui Tom,Consumer,United States,Houston,Texas,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176,5,0,3.2352
CA-2015-121762,14/02/2015,18/02/2015,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,West,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,81.96,3,0.2,13.1136
CA-2015-165568,15/02/2015,19/02/2015,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Seattle,Washington,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21.36,8,0,4.272
CA-2015-122567,16/02/2015,21/02/2015,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,6,0.1,1.4328
CA-2015-122567,16/02/2015,21/02/2015,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,3,0.2,0.1728
CA-2015-154165,17/02/2015,24/02/2015,Standard Class,DL-13315,Delfina Latchford,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,54.208,1,0.1,9.75744
CA-2015-152905,18/02/2015,24/02/2015,Standard Class,AB-10015,Aaron Bergman,Consumer,United States,Arlington,Texas,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.624,3,0,2.5248
US-2015-165589,18/02/2015,18/02/2015,Same Day,TB-21595,Troy Blackwell,Consumer,United States,Lubbock,Texas,Central,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,5,0.1,4.5288
CA-2015-164903,20/02/2015,24/02/2015,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Los Angeles,California,West,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,12.96,3,0.1,2.3328
